# k1/kF k2/kF k3/kF P(k1) P(k2)       P(k3)       B0        BSN    N_tr    B2      B4
# 
11 6 5 1.22325600e+02 2.07778030e+02 2.49657516e+02 9.23333125e+04 0.00000000e+00 1.61820000e+04 -1.94083234e+05 1.81170516e+05
11 6 6 1.22325600e+02 2.07778030e+02 2.07778030e+02 8.64716016e+04 0.00000000e+00 2.85960000e+04 -1.96341109e+05 2.14369609e+05
11 7 3 1.22325600e+02 1.90599930e+02 4.02876801e+02 -7.79278711e+03 0.00000000e+00 2.16000000e+02 6.60849922e+04 -2.44116797e+05
11 7 4 1.22325600e+02 1.90599930e+02 2.98621796e+02 1.62858016e+05 0.00000000e+00 1.26420000e+04 -3.68494688e+05 3.88102500e+05
11 7 5 1.22325600e+02 1.90599930e+02 2.49657516e+02 6.28390479e+03 0.00000000e+00 3.04560000e+04 -2.03541660e+04 3.88766992e+04
11 7 6 1.22325600e+02 1.90599930e+02 2.07778030e+02 3.29726172e+04 0.00000000e+00 3.25920000e+04 -7.24135859e+04 6.84992891e+04
11 7 7 1.22325600e+02 1.90599930e+02 1.90599930e+02 8.33834609e+04 0.00000000e+00 3.85920000e+04 -1.63671688e+05 1.06884516e+05
11 8 2 1.22325600e+02 1.61821243e+02 2.85095215e+02 3.87780562e+05 0.00000000e+00 3.84000000e+02 -8.05034812e+05 6.21930312e+05
11 8 3 1.22325600e+02 1.61821243e+02 4.02876801e+02 1.23463844e+05 0.00000000e+00 8.97000000e+03 -2.68357562e+05 2.46876953e+05
11 8 4 1.22325600e+02 1.61821243e+02 2.98621796e+02 8.10287734e+04 0.00000000e+00 2.53200000e+04 -1.60884938e+05 1.10990234e+05
11 8 5 1.22325600e+02 1.61821243e+02 2.49657516e+02 1.54901865e+04 0.00000000e+00 3.46080000e+04 -2.75365820e+04 7.29893311e+03
11 8 6 1.22325600e+02 1.61821243e+02 2.07778030e+02 9.24376250e+04 0.00000000e+00 3.69120000e+04 -1.81959359e+05 1.26289773e+05
11 8 7 1.22325600e+02 1.61821243e+02 1.90599930e+02 3.55588203e+04 0.00000000e+00 4.25280000e+04 -6.70966406e+04 3.23966641e+04
11 8 8 1.22325600e+02 1.61821243e+02 1.61821243e+02 4.75713164e+04 0.00000000e+00 4.72080000e+04 -1.05894656e+05 1.11937969e+05
11 9 1 1.22325600e+02 1.51647842e+02 1.49714310e+02 -5.78992891e+04 0.00000000e+00 4.80000000e+02 1.65498500e+05 -2.64040906e+05
11 9 2 1.22325600e+02 1.51647842e+02 2.85095215e+02 7.82052500e+04 0.00000000e+00 1.23180000e+04 -1.44873984e+05 6.65021250e+04
11 9 3 1.22325600e+02 1.51647842e+02 4.02876801e+02 6.40597617e+04 0.00000000e+00 2.07120000e+04 -1.17752086e+05 6.13189570e+04
11 9 4 1.22325600e+02 1.51647842e+02 2.98621796e+02 6.79806875e+04 0.00000000e+00 3.45600000e+04 -1.72716250e+05 2.31374859e+05
11 9 5 1.22325600e+02 1.51647842e+02 2.49657516e+02 4.09490078e+04 0.00000000e+00 4.52160000e+04 -7.93016328e+04 4.64454297e+04
11 9 6 1.22325600e+02 1.51647842e+02 2.07778030e+02 9.07198438e+04 0.00000000e+00 4.90800000e+04 -1.96364094e+05 1.78196875e+05
11 9 7 1.22325600e+02 1.51647842e+02 1.90599930e+02 3.02532461e+04 0.00000000e+00 5.60400000e+04 -5.52018359e+04 2.36696387e+04
11 9 8 1.22325600e+02 1.51647842e+02 1.61821243e+02 2.07708613e+04 0.00000000e+00 6.32160000e+04 -4.06507305e+04 2.97123945e+04
11 9 9 1.22325600e+02 1.51647842e+02 1.51647842e+02 1.99594668e+04 0.00000000e+00 8.34240000e+04 -4.43341680e+04 4.80710078e+04
11 10 1 1.22325600e+02 1.43547516e+02 1.49714310e+02 2.01515039e+04 0.00000000e+00 6.76200000e+03 -2.51376309e+04 -1.90349746e+04
11 10 2 1.22325600e+02 1.43547516e+02 2.85095215e+02 1.57138844e+05 0.00000000e+00 1.80720000e+04 -3.11147500e+05 2.21088625e+05
11 10 3 1.22325600e+02 1.43547516e+02 4.02876801e+02 -7.59201660e+03 0.00000000e+00 2.03760000e+04 3.14372676e+04 -7.23136484e+04
11 10 4 1.22325600e+02 1.43547516e+02 2.98621796e+02 8.27776641e+04 0.00000000e+00 3.41040000e+04 -1.68583688e+05 1.35958547e+05
11 10 5 1.22325600e+02 1.43547516e+02 2.49657516e+02 4.58770898e+04 0.00000000e+00 4.49040000e+04 -9.73401797e+04 8.61958906e+04
11 10 6 1.22325600e+02 1.43547516e+02 2.07778030e+02 5.67281719e+04 0.00000000e+00 4.77840000e+04 -1.08289664e+05 6.62058672e+04
11 10 7 1.22325600e+02 1.43547516e+02 1.90599930e+02 4.78102930e+03 0.00000000e+00 5.57040000e+04 -1.52351553e+04 2.43568828e+04
11 10 8 1.22325600e+02 1.43547516e+02 1.61821243e+02 4.03856406e+04 0.00000000e+00 6.17040000e+04 -8.80325859e+04 8.47358906e+04
11 10 9 1.22325600e+02 1.43547516e+02 1.51647842e+02 3.40563477e+04 0.00000000e+00 8.25360000e+04 -6.51135547e+04 3.64973242e+04
11 10 10 1.22325600e+02 1.43547516e+02 1.43547516e+02 1.43344688e+04 0.00000000e+00 8.03040000e+04 -1.56778887e+04 -2.28089277e+04
11 11 1 1.22325600e+02 1.22325600e+02 1.49714310e+02 6.64958008e+02 0.00000000e+00 1.01520000e+04 -1.64276895e+04 6.05224180e+04
11 11 2 1.22325600e+02 1.22325600e+02 2.85095215e+02 -2.43003164e+04 0.00000000e+00 1.96800000e+04 4.50689062e+04 -8.72653613e+03
11 11 3 1.22325600e+02 1.22325600e+02 4.02876801e+02 1.74706719e+05 0.00000000e+00 2.16480000e+04 -3.40692781e+05 2.17954797e+05
11 11 4 1.22325600e+02 1.22325600e+02 2.98621796e+02 -6.82154062e+04 0.00000000e+00 3.56400000e+04 1.57854562e+05 -1.75839406e+05
11 11 5 1.22325600e+02 1.22325600e+02 2.49657516e+02 6.36284336e+04 0.00000000e+00 4.76640000e+04 -1.43297234e+05 1.48572812e+05
11 11 6 1.22325600e+02 1.22325600e+02 2.07778030e+02 3.76432266e+04 0.00000000e+00 5.06400000e+04 -7.27862578e+04 4.55484727e+04
11 11 7 1.22325600e+02 1.22325600e+02 1.90599930e+02 2.59011523e+04 0.00000000e+00 5.91600000e+04 -7.25749531e+04 1.11945602e+05
11 11 8 1.22325600e+02 1.22325600e+02 1.61821243e+02 3.96891602e+04 0.00000000e+00 6.54240000e+04 -8.25727266e+04 6.88521641e+04
11 11 9 1.22325600e+02 1.22325600e+02 1.51647842e+02 1.77851973e+04 0.00000000e+00 8.73600000e+04 -3.45735859e+04 2.09367734e+04
11 11 10 1.22325600e+02 1.22325600e+02 1.43547516e+02 3.84993008e+04 0.00000000e+00 8.56800000e+04 -8.17276484e+04 7.30144141e+04
11 11 11 1.22325600e+02 1.22325600e+02 1.22325600e+02 -7.63999902e+03 0.00000000e+00 9.21360000e+04 1.47627422e+04 -8.96940527e+03
12 6 5 1.31217102e+02 2.07778030e+02 2.49657516e+02 1.98779469e+05 0.00000000e+00 1.36800000e+03 -4.45861156e+05 4.54309312e+05
12 6 6 1.31217102e+02 2.07778030e+02 2.07778030e+02 1.45668922e+05 0.00000000e+00 2.12220000e+04 -2.99574594e+05 2.49226734e+05
12 7 4 1.31217102e+02 1.90599930e+02 2.98621796e+02 9.91739500e+05 0.00000000e+00 6.96000000e+02 -2.00973538e+06 1.54566088e+06
12 7 5 1.31217102e+02 1.90599930e+02 2.49657516e+02 1.41949266e+05 0.00000000e+00 2.08700000e+04 -2.64677156e+05 1.26891656e+05
12 7 6 1.31217102e+02 1.90599930e+02 2.07778030e+02 6.79320703e+04 0.00000000e+00 3.77040000e+04 -1.22631484e+05 4.73126016e+04
12 7 7 1.31217102e+02 1.90599930e+02 1.90599930e+02 4.53073242e+04 0.00000000e+00 4.35840000e+04 -9.02059922e+04 6.38408320e+04
12 8 3 1.31217102e+02 1.61821243e+02 4.02876801e+02 5.22227625e+05 0.00000000e+00 3.60000000e+02 -9.09053188e+05 2.75150250e+05
12 8 4 1.31217102e+02 1.61821243e+02 2.98621796e+02 9.62343828e+04 0.00000000e+00 1.56540000e+04 -2.06169812e+05 1.90323641e+05
12 8 5 1.31217102e+02 1.61821243e+02 2.49657516e+02 7.40945703e+04 0.00000000e+00 3.89520000e+04 -1.49928281e+05 1.10671836e+05
12 8 6 1.31217102e+02 1.61821243e+02 2.07778030e+02 5.91400117e+04 0.00000000e+00 4.17360000e+04 -1.06321023e+05 4.12671523e+04
12 8 7 1.31217102e+02 1.61821243e+02 1.90599930e+02 -6.13216016e+03 0.00000000e+00 4.85760000e+04 2.02929902e+04 -4.04791133e+04
12 8 8 1.31217102e+02 1.61821243e+02 1.61821243e+02 3.59668594e+04 0.00000000e+00 5.45520000e+04 -8.09146953e+04 8.79816641e+04
12 9 2 1.31217102e+02 1.51647842e+02 2.85095215e+02 2.25221141e+05 0.00000000e+00 1.22400000e+03 -5.52067250e+05 7.05499312e+05
12 9 3 1.31217102e+02 1.51647842e+02 4.02876801e+02 1.09086961e+05 0.00000000e+00 1.46780000e+04 -2.11784750e+05 1.37537781e+05
12 9 4 1.31217102e+02 1.51647842e+02 2.98621796e+02 6.69770703e+04 0.00000000e+00 3.86160000e+04 -1.25165406e+05 6.39928945e+04
12 9 5 1.31217102e+02 1.51647842e+02 2.49657516e+02 4.96260156e+04 0.00000000e+00 5.23440000e+04 -1.15089109e+05 1.29256383e+05
12 9 6 1.31217102e+02 1.51647842e+02 2.07778030e+02 3.57796211e+04 0.00000000e+00 5.59920000e+04 -7.88414453e+04 7.48388594e+04
12 9 7 1.31217102e+02 1.51647842e+02 1.90599930e+02 2.99953887e+04 0.00000000e+00 6.46800000e+04 -5.50676797e+04 2.22917148e+04
12 9 8 1.31217102e+02 1.51647842e+02 1.61821243e+02 2.12743984e+04 0.00000000e+00 7.15440000e+04 -4.22389258e+04 3.19418223e+04
12 9 9 1.31217102e+02 1.51647842e+02 1.51647842e+02 3.91985781e+04 0.00000000e+00 9.61440000e+04 -7.67486172e+04 4.97608242e+04
12 10 1 1.31217102e+02 1.43547516e+02 1.49714310e+02 3.22832246e+04 0.00000000e+00 7.68000000e+02 -7.02510703e+04 7.46294688e+04
12 10 2 1.31217102e+02 1.43547516e+02 2.85095215e+02 9.21526641e+04 0.00000000e+00 1.49180000e+04 -1.98739938e+05 1.91133703e+05
12 10 3 1.31217102e+02 1.43547516e+02 4.02876801e+02 9.04678594e+04 0.00000000e+00 2.32800000e+04 -1.67036469e+05 7.70723672e+04
12 10 4 1.31217102e+02 1.43547516e+02 2.98621796e+02 5.17843711e+04 0.00000000e+00 3.88560000e+04 -1.25468828e+05 1.51259891e+05
12 10 5 1.31217102e+02 1.43547516e+02 2.49657516e+02 7.43838516e+04 0.00000000e+00 5.08800000e+04 -1.49355016e+05 1.09288281e+05
12 10 6 1.31217102e+02 1.43547516e+02 2.07778030e+02 4.91821953e+04 0.00000000e+00 5.50560000e+04 -1.06809984e+05 1.01916102e+05
12 10 7 1.31217102e+02 1.43547516e+02 1.90599930e+02 4.21774727e+04 0.00000000e+00 6.29520000e+04 -7.87266875e+04 3.89959883e+04
12 10 8 1.31217102e+02 1.43547516e+02 1.61821243e+02 5.00634668e+03 0.00000000e+00 7.13040000e+04 -2.06546816e+04 4.73148477e+04
12 10 9 1.31217102e+02 1.43547516e+02 1.51647842e+02 9.15735742e+03 0.00000000e+00 9.33360000e+04 -9.96809180e+03 -1.71388086e+04
12 10 10 1.31217102e+02 1.43547516e+02 1.43547516e+02 3.36239336e+04 0.00000000e+00 9.31200000e+04 -7.00424531e+04 5.50605352e+04
12 11 1 1.31217102e+02 1.22325600e+02 1.49714310e+02 5.59325195e+04 0.00000000e+00 8.23800000e+03 -1.30178961e+05 1.45018234e+05
12 11 2 1.31217102e+02 1.22325600e+02 2.85095215e+02 8.45383672e+04 0.00000000e+00 2.20080000e+04 -1.61622844e+05 8.64358203e+04
12 11 3 1.31217102e+02 1.22325600e+02 4.02876801e+02 7.21956875e+04 0.00000000e+00 2.51040000e+04 -1.43670516e+05 1.05803727e+05
12 11 4 1.31217102e+02 1.22325600e+02 2.98621796e+02 6.83477031e+04 0.00000000e+00 4.09920000e+04 -1.16667516e+05 2.85677910e+04
12 11 5 1.31217102e+02 1.22325600e+02 2.49657516e+02 6.14790977e+04 0.00000000e+00 5.48160000e+04 -1.27529594e+05 1.01930016e+05
12 11 6 1.31217102e+02 1.22325600e+02 2.07778030e+02 1.15162090e+04 0.00000000e+00 5.82720000e+04 -2.18499219e+04 1.28299766e+04
12 11 7 1.31217102e+02 1.22325600e+02 1.90599930e+02 3.57351328e+04 0.00000000e+00 6.77040000e+04 -7.48227109e+04 6.19430430e+04
12 11 8 1.31217102e+02 1.22325600e+02 1.61821243e+02 4.87398984e+04 0.00000000e+00 7.51680000e+04 -9.48197891e+04 6.05496641e+04
12 11 9 1.31217102e+02 1.22325600e+02 1.51647842e+02 1.58933711e+04 0.00000000e+00 1.00320000e+05 -3.02004590e+04 1.76266191e+04
12 11 10 1.31217102e+02 1.22325600e+02 1.43547516e+02 2.61819453e+04 0.00000000e+00 9.76320000e+04 -5.31032812e+04 4.10489258e+04
12 11 11 1.31217102e+02 1.22325600e+02 1.22325600e+02 -2.95368530e+03 0.00000000e+00 1.04760000e+05 8.90331152e+03 -1.38152949e+04
12 12 1 1.31217102e+02 1.31217102e+02 1.49714310e+02 -2.98846216e+03 0.00000000e+00 1.29840000e+04 -8.19096045e+03 5.24776523e+04
12 12 2 1.31217102e+02 1.31217102e+02 2.85095215e+02 -9.93879688e+03 0.00000000e+00 2.58000000e+04 1.10176875e+04 2.52379258e+04
12 12 3 1.31217102e+02 1.31217102e+02 4.02876801e+02 7.00184922e+04 0.00000000e+00 2.81040000e+04 -9.59775625e+04 -5.62169844e+04
12 12 4 1.31217102e+02 1.31217102e+02 2.98621796e+02 7.01133359e+04 0.00000000e+00 4.70880000e+04 -1.52073969e+05 1.41677234e+05
12 12 5 1.31217102e+02 1.31217102e+02 2.49657516e+02 2.72469961e+04 0.00000000e+00 6.27360000e+04 -4.22780312e+04 -3.72378125e+03
12 12 6 1.31217102e+02 1.31217102e+02 2.07778030e+02 3.23792148e+04 0.00000000e+00 6.60000000e+04 -7.61137891e+04 9.02082422e+04
12 12 7 1.31217102e+02 1.31217102e+02 1.90599930e+02 4.31270586e+04 0.00000000e+00 7.78560000e+04 -9.00597656e+04 7.43087500e+04
12 12 8 1.31217102e+02 1.31217102e+02 1.61821243e+02 3.95468047e+04 0.00000000e+00 8.61600000e+04 -8.69740547e+04 8.83743984e+04
12 12 9 1.31217102e+02 1.31217102e+02 1.51647842e+02 1.75177852e+04 0.00000000e+00 1.13808000e+05 -3.44507852e+04 2.58513613e+04
12 12 10 1.31217102e+02 1.31217102e+02 1.43547516e+02 1.94724062e+04 0.00000000e+00 1.12680000e+05 -3.44105273e+04 8.82753516e+03
12 12 11 1.31217102e+02 1.31217102e+02 1.22325600e+02 2.44612207e+04 0.00000000e+00 1.18632000e+05 -4.20705312e+04 1.08157754e+04
12 12 12 1.31217102e+02 1.31217102e+02 1.31217102e+02 2.97573223e+04 0.00000000e+00 1.38000000e+05 -6.59808594e+04 6.61773594e+04
13 6 6 1.06425072e+02 2.07778030e+02 2.07778030e+02 6.16666641e+04 0.00000000e+00 1.58400000e+03 -1.15380781e+05 6.69886797e+04
13 7 5 1.06425072e+02 1.90599930e+02 2.49657516e+02 -5.09441357e+03 0.00000000e+00 1.29600000e+03 -5.89705811e+03 5.36684258e+04
13 7 6 1.06425072e+02 1.90599930e+02 2.07778030e+02 8.36533281e+04 0.00000000e+00 2.52900000e+04 -1.76704281e+05 1.52342266e+05
13 7 7 1.06425072e+02 1.90599930e+02 1.90599930e+02 1.27272812e+05 0.00000000e+00 4.77360000e+04 -2.73280250e+05 2.45885859e+05
13 8 4 1.06425072e+02 1.61821243e+02 2.98621796e+02 -9.90260781e+04 0.00000000e+00 6.12000000e+02 1.97247672e+05 -1.25959844e+05
13 8 5 1.06425072e+02 1.61821243e+02 2.49657516e+02 1.08476852e+05 0.00000000e+00 2.38140000e+04 -2.21820422e+05 1.71940953e+05
13 8 6 1.06425072e+02 1.61821243e+02 2.07778030e+02 3.57340195e+04 0.00000000e+00 4.64160000e+04 -4.82470820e+04 -3.35865703e+04
13 8 7 1.06425072e+02 1.61821243e+02 1.90599930e+02 6.23692852e+04 0.00000000e+00 5.39040000e+04 -1.23941906e+05 8.58742656e+04
13 8 8 1.06425072e+02 1.61821243e+02 1.61821243e+02 4.60329258e+04 0.00000000e+00 5.95440000e+04 -9.70120234e+04 8.69464531e+04
13 9 3 1.06425072e+02 1.51647842e+02 4.02876801e+02 2.59433484e+05 0.00000000e+00 7.92000000e+02 -5.46266062e+05 4.77782406e+05
13 9 4 1.06425072e+02 1.51647842e+02 2.98621796e+02 5.45462305e+04 0.00000000e+00 2.35500000e+04 -9.79031328e+04 3.65969805e+04
13 9 5 1.06425072e+02 1.51647842e+02 2.49657516e+02 8.69781562e+04 0.00000000e+00 5.67360000e+04 -1.88979625e+05 1.79602406e+05
13 9 6 1.06425072e+02 1.51647842e+02 2.07778030e+02 6.62280000e+04 0.00000000e+00 6.13200000e+04 -1.18545195e+05 4.34100625e+04
13 9 7 1.06425072e+02 1.51647842e+02 1.90599930e+02 4.02142500e+04 0.00000000e+00 7.16640000e+04 -9.33238516e+04 1.04364633e+05
13 9 8 1.06425072e+02 1.51647842e+02 1.61821243e+02 3.39198789e+04 0.00000000e+00 8.02560000e+04 -6.79144141e+04 4.91609609e+04
13 9 9 1.06425072e+02 1.51647842e+02 1.51647842e+02 1.15646396e+04 0.00000000e+00 1.05528000e+05 -2.20350508e+04 1.26689785e+04
13 10 2 1.06425072e+02 1.43547516e+02 2.85095215e+02 1.17196031e+05 0.00000000e+00 1.29600000e+03 -2.43472250e+05 2.03180516e+05
13 10 3 1.06425072e+02 1.43547516e+02 4.02876801e+02 1.41304078e+05 0.00000000e+00 1.66260000e+04 -3.23815188e+05 3.49819031e+05
13 10 4 1.06425072e+02 1.43547516e+02 2.98621796e+02 9.81490781e+04 0.00000000e+00 4.21200000e+04 -1.94119938e+05 1.35171969e+05
13 10 5 1.06425072e+02 1.43547516e+02 2.49657516e+02 7.52042344e+04 0.00000000e+00 5.68800000e+04 -1.49738469e+05 1.08506438e+05
13 10 6 1.06425072e+02 1.43547516e+02 2.07778030e+02 6.75112969e+04 0.00000000e+00 6.08640000e+04 -1.42670812e+05 1.24107898e+05
13 10 7 1.06425072e+02 1.43547516e+02 1.90599930e+02 6.11723984e+04 0.00000000e+00 7.06320000e+04 -1.15075945e+05 5.93384883e+04
13 10 8 1.06425072e+02 1.43547516e+02 1.61821243e+02 5.26930156e+04 0.00000000e+00 7.72320000e+04 -1.17191383e+05 1.18168820e+05
13 10 9 1.06425072e+02 1.43547516e+02 1.51647842e+02 3.11523672e+04 0.00000000e+00 1.04376000e+05 -7.06132031e+04 7.50899375e+04
13 10 10 1.06425072e+02 1.43547516e+02 1.43547516e+02 2.88981426e+04 0.00000000e+00 1.01976000e+05 -6.10787031e+04 5.21384844e+04
13 11 1 1.06425072e+02 1.22325600e+02 1.49714310e+02 1.25708383e+05 0.00000000e+00 6.12000000e+02 -2.97445906e+05 3.34795500e+05
13 11 2 1.06425072e+02 1.22325600e+02 2.85095215e+02 4.26355273e+04 0.00000000e+00 1.67580000e+04 -8.19340078e+04 4.84380898e+04
13 11 3 1.06425072e+02 1.22325600e+02 4.02876801e+02 1.12999672e+05 0.00000000e+00 2.74320000e+04 -2.42121078e+05 2.21645766e+05
13 11 4 1.06425072e+02 1.22325600e+02 2.98621796e+02 7.54238750e+04 0.00000000e+00 4.56960000e+04 -1.61168000e+05 1.46506562e+05
13 11 5 1.06425072e+02 1.22325600e+02 2.49657516e+02 5.01844336e+04 0.00000000e+00 6.03120000e+04 -9.84002812e+04 6.56567344e+04
13 11 6 1.06425072e+02 1.22325600e+02 2.07778030e+02 3.11003281e+04 0.00000000e+00 6.46320000e+04 -6.15281328e+04 4.33948750e+04
13 11 7 1.06425072e+02 1.22325600e+02 1.90599930e+02 2.58056270e+04 0.00000000e+00 7.44480000e+04 -4.80527344e+04 2.68352461e+04
13 11 8 1.06425072e+02 1.22325600e+02 1.61821243e+02 2.16704727e+04 0.00000000e+00 8.39760000e+04 -3.70022969e+04 9.23240918e+03
13 11 9 1.06425072e+02 1.22325600e+02 1.51647842e+02 2.27902363e+04 0.00000000e+00 1.10376000e+05 -4.96770859e+04 4.70771367e+04
13 11 10 1.06425072e+02 1.22325600e+02 1.43547516e+02 3.05033262e+04 0.00000000e+00 1.08456000e+05 -5.82821953e+04 3.23243457e+04
13 11 11 1.06425072e+02 1.22325600e+02 1.22325600e+02 1.82118184e+04 0.00000000e+00 1.15608000e+05 -3.94445078e+04 3.71282656e+04
13 12 1 1.06425072e+02 1.31217102e+02 1.49714310e+02 8.48990625e+03 0.00000000e+00 9.96600000e+03 -1.90280684e+04 1.90877402e+04
13 12 2 1.06425072e+02 1.31217102e+02 2.85095215e+02 1.87701875e+04 0.00000000e+00 2.79600000e+04 -5.08775234e+04 7.12165625e+04
13 12 3 1.06425072e+02 1.31217102e+02 4.02876801e+02 8.85537500e+04 0.00000000e+00 3.17520000e+04 -1.92791812e+05 1.88396578e+05
13 12 4 1.06425072e+02 1.31217102e+02 2.98621796e+02 9.35014844e+04 0.00000000e+00 5.19600000e+04 -1.82301844e+05 1.17500094e+05
13 12 5 1.06425072e+02 1.31217102e+02 2.49657516e+02 7.14788203e+04 0.00000000e+00 6.88320000e+04 -1.45022406e+05 1.08757977e+05
13 12 6 1.06425072e+02 1.31217102e+02 2.07778030e+02 3.35303594e+04 0.00000000e+00 7.43040000e+04 -7.58835312e+04 7.85223594e+04
13 12 7 1.06425072e+02 1.31217102e+02 1.90599930e+02 3.04858965e+04 0.00000000e+00 8.49120000e+04 -7.30401172e+04 8.80526484e+04
13 12 8 1.06425072e+02 1.31217102e+02 1.61821243e+02 2.51963301e+04 0.00000000e+00 9.54960000e+04 -5.77419062e+04 6.52462383e+04
13 12 9 1.06425072e+02 1.31217102e+02 1.51647842e+02 5.69320850e+03 0.00000000e+00 1.26648000e+05 -1.53769082e+04 2.22393477e+04
13 12 10 1.06425072e+02 1.31217102e+02 1.43547516e+02 2.91219062e+04 0.00000000e+00 1.24752000e+05 -5.84451875e+04 4.42039180e+04
13 12 11 1.06425072e+02 1.31217102e+02 1.22325600e+02 1.44044102e+04 0.00000000e+00 1.32336000e+05 -3.33217500e+04 3.86342070e+04
13 12 12 1.06425072e+02 1.31217102e+02 1.31217102e+02 1.49792070e+04 0.00000000e+00 1.50504000e+05 -1.96311094e+04 -1.59871377e+04
13 13 1 1.06425072e+02 1.06425072e+02 1.49714310e+02 9.49162305e+03 0.00000000e+00 1.60560000e+04 -1.66485820e+04 4.46740137e+03
13 13 2 1.06425072e+02 1.06425072e+02 2.85095215e+02 8.49412109e+04 0.00000000e+00 3.12000000e+04 -1.52463156e+05 6.14015820e+04
13 13 3 1.06425072e+02 1.06425072e+02 4.02876801e+02 7.75529141e+04 0.00000000e+00 3.44160000e+04 -1.68386328e+05 1.58401703e+05
13 13 4 1.06425072e+02 1.06425072e+02 2.98621796e+02 7.45736719e+04 0.00000000e+00 5.79840000e+04 -1.63772906e+05 1.56004031e+05
13 13 5 1.06425072e+02 1.06425072e+02 2.49657516e+02 5.78781758e+04 0.00000000e+00 7.70880000e+04 -1.24421461e+05 1.15261945e+05
13 13 6 1.06425072e+02 1.06425072e+02 2.07778030e+02 1.82744902e+04 0.00000000e+00 8.07840000e+04 -4.47530391e+04 5.76184727e+04
13 13 7 1.06425072e+02 1.06425072e+02 1.90599930e+02 4.55464805e+04 0.00000000e+00 9.49200000e+04 -1.01702453e+05 1.04228625e+05
13 13 8 1.06425072e+02 1.06425072e+02 1.61821243e+02 3.33854102e+04 0.00000000e+00 1.05648000e+05 -7.08294375e+04 6.28301562e+04
13 13 9 1.06425072e+02 1.06425072e+02 1.51647842e+02 3.11917910e+04 0.00000000e+00 1.40352000e+05 -5.88845469e+04 3.29377422e+04
13 13 10 1.06425072e+02 1.06425072e+02 1.43547516e+02 2.46505273e+04 0.00000000e+00 1.37232000e+05 -4.25374062e+04 1.08770186e+04
13 13 11 1.06425072e+02 1.06425072e+02 1.22325600e+02 3.31161621e+03 0.00000000e+00 1.46256000e+05 1.36844681e+02 -2.04411016e+04
13 13 12 1.06425072e+02 1.06425072e+02 1.31217102e+02 1.85187871e+04 0.00000000e+00 1.68552000e+05 -3.48685820e+04 1.99668105e+04
13 13 13 1.06425072e+02 1.06425072e+02 1.06425072e+02 1.79605449e+04 0.00000000e+00 1.85760000e+05 -3.69169297e+04 2.99889902e+04
14 7 6 9.55221481e+01 1.90599930e+02 2.07778030e+02 2.28300922e+05 0.00000000e+00 1.46400000e+03 -4.51022938e+05 3.10730438e+05
14 7 7 9.55221481e+01 1.90599930e+02 1.90599930e+02 1.74543301e+04 0.00000000e+00 2.89700000e+04 -5.19422734e+04 8.70650391e+04
14 8 5 9.55221481e+01 1.61821243e+02 2.49657516e+02 2.14147938e+05 0.00000000e+00 1.12800000e+03 -4.20275469e+05 3.16809406e+05
14 8 6 9.55221481e+01 1.61821243e+02 2.07778030e+02 8.94200391e+04 0.00000000e+00 2.76660000e+04 -1.77900922e+05 1.18477680e+05
14 8 7 9.55221481e+01 1.61821243e+02 1.90599930e+02 3.72739844e+04 0.00000000e+00 5.64720000e+04 -7.28397734e+04 4.39311797e+04
14 8 8 9.55221481e+01 1.61821243e+02 1.61821243e+02 5.93190039e+04 0.00000000e+00 6.44160000e+04 -1.26531266e+05 1.15568180e+05
14 9 4 9.55221481e+01 1.51647842e+02 2.98621796e+02 1.27371461e+05 0.00000000e+00 1.34400000e+03 -1.56299141e+05 -1.62865438e+05
14 9 5 9.55221481e+01 1.51647842e+02 2.49657516e+02 7.02762266e+04 0.00000000e+00 3.45500000e+04 -1.44835469e+05 1.15415391e+05
14 9 6 9.55221481e+01 1.51647842e+02 2.07778030e+02 6.96540312e+04 0.00000000e+00 6.53520000e+04 -1.51568422e+05 1.44724484e+05
14 9 7 9.55221481e+01 1.51647842e+02 1.90599930e+02 4.87574883e+04 0.00000000e+00 7.58400000e+04 -1.08763383e+05 1.11407469e+05
14 9 8 9.55221481e+01 1.51647842e+02 1.61821243e+02 2.03765059e+04 0.00000000e+00 8.47920000e+04 -3.88883906e+04 1.85485723e+04
14 9 9 9.55221481e+01 1.51647842e+02 1.51647842e+02 3.26815312e+04 0.00000000e+00 1.12848000e+05 -6.38978125e+04 4.19217148e+04
14 10 3 9.55221481e+01 1.43547516e+02 4.02876801e+02 3.55475594e+05 0.00000000e+00 7.52000000e+02 -8.90678812e+05 1.17032562e+06
14 10 4 9.55221481e+01 1.43547516e+02 2.98621796e+02 1.01887094e+05 0.00000000e+00 2.55300000e+04 -2.12264000e+05 1.78549219e+05
14 10 5 9.55221481e+01 1.43547516e+02 2.49657516e+02 4.64090938e+04 0.00000000e+00 5.98320000e+04 -8.76929922e+04 4.48635586e+04
14 10 6 9.55221481e+01 1.43547516e+02 2.07778030e+02 3.51823008e+04 0.00000000e+00 6.42720000e+04 -7.39205547e+04 6.23890586e+04
14 10 7 9.55221481e+01 1.43547516e+02 1.90599930e+02 4.35702070e+04 0.00000000e+00 7.48560000e+04 -9.38409531e+04 8.69885625e+04
14 10 8 9.55221481e+01 1.43547516e+02 1.61821243e+02 4.65502695e+04 0.00000000e+00 8.37120000e+04 -9.37196250e+04 6.79730391e+04
