# k1/kF k2/kF k3/kF P(k1) P(k2)       P(k3)       B0        BSN    N_tr    B2      B4
# 
14 10 9 9.55221481e+01 1.43547516e+02 1.51647842e+02 2.34220332e+04 0.00000000e+00 1.10880000e+05 -4.48253086e+04 2.42940176e+04
14 10 10 9.55221481e+01 1.43547516e+02 1.43547516e+02 1.98550059e+04 0.00000000e+00 1.07760000e+05 -2.69862871e+04 -1.49878574e+04
14 11 2 9.55221481e+01 1.22325600e+02 2.85095215e+02 1.21220133e+05 0.00000000e+00 1.17600000e+03 -1.27344508e+05 -2.42040438e+05
14 11 3 9.55221481e+01 1.22325600e+02 4.02876801e+02 1.29375297e+05 0.00000000e+00 1.77540000e+04 -2.54675641e+05 1.77125719e+05
14 11 4 9.55221481e+01 1.22325600e+02 2.98621796e+02 7.90202812e+04 0.00000000e+00 4.79760000e+04 -1.54409719e+05 9.93943594e+04
14 11 5 9.55221481e+01 1.22325600e+02 2.49657516e+02 4.90536758e+04 0.00000000e+00 6.42480000e+04 -9.66105703e+04 6.21678906e+04
14 11 6 9.55221481e+01 1.22325600e+02 2.07778030e+02 1.23948291e+04 0.00000000e+00 6.90720000e+04 -2.97998652e+04 3.46719492e+04
14 11 7 9.55221481e+01 1.22325600e+02 1.90599930e+02 4.65037773e+04 0.00000000e+00 7.92480000e+04 -9.17676016e+04 6.39867344e+04
14 11 8 9.55221481e+01 1.22325600e+02 1.61821243e+02 1.11826523e+04 0.00000000e+00 8.83680000e+04 -2.89455801e+04 3.86558555e+04
14 11 9 9.55221481e+01 1.22325600e+02 1.51647842e+02 3.49621758e+04 0.00000000e+00 1.17384000e+05 -6.94815781e+04 4.76125547e+04
14 11 10 9.55221481e+01 1.22325600e+02 1.43547516e+02 2.56825020e+04 0.00000000e+00 1.16520000e+05 -5.23165352e+04 4.16004609e+04
14 11 11 9.55221481e+01 1.22325600e+02 1.22325600e+02 2.92750391e+04 0.00000000e+00 1.22640000e+05 -5.19182305e+04 1.79731719e+04
14 12 1 9.55221481e+01 1.31217102e+02 1.49714310e+02 1.97418844e+05 0.00000000e+00 6.96000000e+02 -3.37355938e+05 7.39880547e+04
14 12 2 9.55221481e+01 1.31217102e+02 2.85095215e+02 8.72053047e+04 0.00000000e+00 1.93100000e+04 -1.60654906e+05 7.63940000e+04
14 12 3 9.55221481e+01 1.31217102e+02 4.02876801e+02 1.03138023e+05 0.00000000e+00 3.31920000e+04 -2.10661531e+05 1.66584438e+05
14 12 4 9.55221481e+01 1.31217102e+02 2.98621796e+02 5.34861016e+04 0.00000000e+00 5.57760000e+04 -1.14569070e+05 1.03624734e+05
14 12 5 9.55221481e+01 1.31217102e+02 2.49657516e+02 5.09378984e+04 0.00000000e+00 7.32000000e+04 -1.17894812e+05 1.33750641e+05
14 12 6 9.55221481e+01 1.31217102e+02 2.07778030e+02 4.42788359e+04 0.00000000e+00 7.85520000e+04 -8.50086094e+04 5.09212500e+04
14 12 7 9.55221481e+01 1.31217102e+02 1.90599930e+02 5.28453516e+04 0.00000000e+00 9.15360000e+04 -1.08440016e+05 8.64030703e+04
14 12 8 9.55221481e+01 1.31217102e+02 1.61821243e+02 3.63413906e+04 0.00000000e+00 1.01520000e+05 -7.43052109e+04 5.83740742e+04
14 12 9 9.55221481e+01 1.31217102e+02 1.51647842e+02 1.64574941e+04 0.00000000e+00 1.34976000e+05 -3.63794570e+04 3.53519961e+04
14 12 10 9.55221481e+01 1.31217102e+02 1.43547516e+02 3.53006016e+04 0.00000000e+00 1.31784000e+05 -7.62337031e+04 7.02189453e+04
14 12 11 9.55221481e+01 1.31217102e+02 1.22325600e+02 7.42739111e+03 0.00000000e+00 1.40760000e+05 -1.44826865e+04 9.26674219e+03
14 12 12 9.55221481e+01 1.31217102e+02 1.31217102e+02 4.02949141e+04 0.00000000e+00 1.61424000e+05 -7.75280625e+04 4.80621641e+04
14 13 1 9.55221481e+01 1.06425072e+02 1.49714310e+02 4.71966562e+04 0.00000000e+00 1.16820000e+04 -9.13050234e+04 5.72555508e+04
14 13 2 9.55221481e+01 1.06425072e+02 2.85095215e+02 2.55758809e+04 0.00000000e+00 3.32400000e+04 -4.16710430e+04 3.39890503e+03
14 13 3 9.55221481e+01 1.06425072e+02 4.02876801e+02 8.15314688e+04 0.00000000e+00 3.71760000e+04 -1.68526516e+05 1.31404531e+05
14 13 4 9.55221481e+01 1.06425072e+02 2.98621796e+02 1.47808896e+04 0.00000000e+00 6.12480000e+04 -3.28404141e+04 3.49972500e+04
14 13 5 9.55221481e+01 1.06425072e+02 2.49657516e+02 5.29395664e+04 0.00000000e+00 8.14080000e+04 -1.04648656e+05 7.08181328e+04
14 13 6 9.55221481e+01 1.06425072e+02 2.07778030e+02 3.97607852e+04 0.00000000e+00 8.75280000e+04 -7.90988438e+04 5.43596094e+04
14 13 7 9.55221481e+01 1.06425072e+02 1.90599930e+02 1.54950273e+04 0.00000000e+00 1.00344000e+05 -3.63855078e+04 4.05188633e+04
14 13 8 9.55221481e+01 1.06425072e+02 1.61821243e+02 3.18953008e+04 0.00000000e+00 1.12200000e+05 -6.07169727e+04 3.49620547e+04
14 13 9 9.55221481e+01 1.06425072e+02 1.51647842e+02 2.22179785e+04 0.00000000e+00 1.49664000e+05 -4.46908203e+04 3.40171797e+04
14 13 10 9.55221481e+01 1.06425072e+02 1.43547516e+02 6.81639600e+03 0.00000000e+00 1.46424000e+05 -1.33851836e+04 8.44306250e+03
14 13 11 9.55221481e+01 1.06425072e+02 1.22325600e+02 1.24767422e+04 0.00000000e+00 1.56144000e+05 -2.88464102e+04 3.05470801e+04
14 13 12 9.55221481e+01 1.06425072e+02 1.31217102e+02 1.37637734e+04 0.00000000e+00 1.78368000e+05 -2.72262949e+04 1.84640098e+04
14 13 13 9.55221481e+01 1.06425072e+02 1.06425072e+02 6.87494629e+03 0.00000000e+00 1.95792000e+05 -5.78122021e+03 -1.91622520e+04
14 14 1 9.55221481e+01 9.55221481e+01 1.49714310e+02 4.06393633e+04 0.00000000e+00 1.81920000e+04 -7.37493516e+04 3.19446211e+04
14 14 2 9.55221481e+01 9.55221481e+01 2.85095215e+02 4.63199258e+04 0.00000000e+00 3.50400000e+04 -7.30060391e+04 -3.75425513e+03
14 14 3 9.55221481e+01 9.55221481e+01 4.02876801e+02 8.00905391e+04 0.00000000e+00 3.98400000e+04 -1.48002047e+05 7.67828125e+04
14 14 4 9.55221481e+01 9.55221481e+01 2.98621796e+02 4.47158242e+04 0.00000000e+00 6.54000000e+04 -9.38141172e+04 7.55335781e+04
14 14 5 9.55221481e+01 9.55221481e+01 2.49657516e+02 3.18446465e+04 0.00000000e+00 8.67840000e+04 -5.77497617e+04 2.54717246e+04
14 14 6 9.55221481e+01 9.55221481e+01 2.07778030e+02 4.27432383e+04 0.00000000e+00 9.18720000e+04 -1.01488094e+05 1.20404336e+05
14 14 7 9.55221481e+01 9.55221481e+01 1.90599930e+02 2.40683066e+04 0.00000000e+00 1.07832000e+05 -4.91716016e+04 3.91212266e+04
14 14 8 9.55221481e+01 9.55221481e+01 1.61821243e+02 3.32094570e+04 0.00000000e+00 1.19664000e+05 -6.81162500e+04 5.62394258e+04
14 14 9 9.55221481e+01 9.55221481e+01 1.51647842e+02 8.88113867e+03 0.00000000e+00 1.58592000e+05 -1.66235527e+04 8.84170215e+03
14 14 10 9.55221481e+01 9.55221481e+01 1.43547516e+02 1.71526504e+04 0.00000000e+00 1.55208000e+05 -3.71354258e+04 3.49334414e+04
14 14 11 9.55221481e+01 9.55221481e+01 1.22325600e+02 1.14608184e+04 0.00000000e+00 1.66464000e+05 -2.43007246e+04 2.17528926e+04
14 14 12 9.55221481e+01 9.55221481e+01 1.31217102e+02 2.21250020e+04 0.00000000e+00 1.89456000e+05 -4.36780586e+04 3.08833203e+04
14 14 13 9.55221481e+01 9.55221481e+01 1.06425072e+02 1.12180693e+04 0.00000000e+00 2.10696000e+05 -2.18935820e+04 1.44267529e+04
14 14 14 9.55221481e+01 9.55221481e+01 9.55221481e+01 2.06633374e+03 0.00000000e+00 2.25120000e+05 -5.09334290e+02 -1.07625146e+04
15 7 7 8.57963486e+01 1.90599930e+02 1.90599930e+02 1.96314219e+05 0.00000000e+00 1.17600000e+03 -5.72323312e+05 9.35948938e+05
15 8 6 8.57963486e+01 1.61821243e+02 2.07778030e+02 -1.72452499e+02 0.00000000e+00 1.20000000e+03 9.07288828e+04 -3.46850312e+05
15 8 7 8.57963486e+01 1.61821243e+02 1.90599930e+02 5.41784453e+04 0.00000000e+00 3.14940000e+04 -1.14418727e+05 1.00885477e+05
15 8 8 8.57963486e+01 1.61821243e+02 1.61821243e+02 1.80392441e+04 0.00000000e+00 6.21120000e+04 -3.36545508e+04 1.71531133e+04
15 9 5 8.57963486e+01 1.51647842e+02 2.49657516e+02 1.33171344e+05 0.00000000e+00 2.35200000e+03 -2.26454953e+05 3.34988828e+04
15 9 6 8.57963486e+01 1.51647842e+02 2.07778030e+02 5.56660352e+04 0.00000000e+00 3.94860000e+04 -1.12619906e+05 8.75641953e+04
15 9 7 8.57963486e+01 1.51647842e+02 1.90599930e+02 7.71038359e+04 0.00000000e+00 7.39680000e+04 -1.64675859e+05 1.48137453e+05
15 9 8 8.57963486e+01 1.51647842e+02 1.61821243e+02 6.15441992e+04 0.00000000e+00 8.31840000e+04 -1.18080344e+05 7.05794688e+04
15 9 9 8.57963486e+01 1.51647842e+02 1.51647842e+02 5.83195234e+04 0.00000000e+00 1.10736000e+05 -1.21880781e+05 1.01720008e+05
15 10 4 8.57963486e+01 1.43547516e+02 2.98621796e+02 1.67616609e+05 0.00000000e+00 1.36800000e+03 -3.52374375e+05 3.07980656e+05
15 10 5 8.57963486e+01 1.43547516e+02 2.49657516e+02 1.16047320e+05 0.00000000e+00 3.68940000e+04 -2.42004141e+05 1.99917719e+05
15 10 6 8.57963486e+01 1.43547516e+02 2.07778030e+02 4.87116406e+04 0.00000000e+00 6.32640000e+04 -9.35505703e+04 5.08454609e+04
15 10 7 8.57963486e+01 1.43547516e+02 1.90599930e+02 2.39706211e+04 0.00000000e+00 7.34400000e+04 -4.91869922e+04 3.91853984e+04
15 10 8 8.57963486e+01 1.43547516e+02 1.61821243e+02 4.10929258e+04 0.00000000e+00 8.19120000e+04 -9.02406250e+04 8.91947578e+04
15 10 9 8.57963486e+01 1.43547516e+02 1.51647842e+02 3.81997734e+04 0.00000000e+00 1.08792000e+05 -7.61654531e+04 5.28009414e+04
15 10 10 8.57963486e+01 1.43547516e+02 1.43547516e+02 3.76690352e+04 0.00000000e+00 1.07472000e+05 -8.00272031e+04 6.97144141e+04
15 11 3 8.57963486e+01 1.22325600e+02 4.02876801e+02 1.94743828e+05 0.00000000e+00 6.72000000e+02 -4.62834688e+05 5.69285625e+05
15 11 4 8.57963486e+01 1.22325600e+02 2.98621796e+02 7.39537188e+04 0.00000000e+00 2.68140000e+04 -1.44642172e+05 9.76671016e+04
15 11 5 8.57963486e+01 1.22325600e+02 2.49657516e+02 4.93038672e+04 0.00000000e+00 6.27600000e+04 -1.10583469e+05 1.14369891e+05
15 11 6 8.57963486e+01 1.22325600e+02 2.07778030e+02 2.90812930e+04 0.00000000e+00 6.74400000e+04 -5.90955430e+04 4.71922188e+04
15 11 7 8.57963486e+01 1.22325600e+02 1.90599930e+02 3.24511328e+04 0.00000000e+00 7.83120000e+04 -6.55782500e+04 5.08646133e+04
15 11 8 8.57963486e+01 1.22325600e+02 1.61821243e+02 2.68351328e+04 0.00000000e+00 8.69280000e+04 -5.40708945e+04 4.02203789e+04
15 11 9 8.57963486e+01 1.22325600e+02 1.51647842e+02 8.96186230e+03 0.00000000e+00 1.16136000e+05 -1.87636641e+04 1.50381123e+04
15 11 10 8.57963486e+01 1.22325600e+02 1.43547516e+02 4.09771250e+04 0.00000000e+00 1.12728000e+05 -8.08262266e+04 5.44555977e+04
15 11 11 8.57963486e+01 1.22325600e+02 1.22325600e+02 3.14299766e+04 0.00000000e+00 1.21632000e+05 -6.10296914e+04 3.83483398e+04
15 12 2 8.57963486e+01 1.31217102e+02 2.85095215e+02 -2.02325293e+04 0.00000000e+00 1.24800000e+03 5.82196211e+04 -1.24131602e+05
15 12 3 8.57963486e+01 1.31217102e+02 4.02876801e+02 1.30204828e+05 0.00000000e+00 2.02620000e+04 -2.64215281e+05 1.99176547e+05
15 12 4 8.57963486e+01 1.31217102e+02 2.98621796e+02 4.90928359e+04 0.00000000e+00 5.38080000e+04 -1.03764227e+05 9.09092109e+04
15 12 5 8.57963486e+01 1.31217102e+02 2.49657516e+02 6.92850859e+04 0.00000000e+00 7.23840000e+04 -1.25493477e+05 5.13080547e+04
15 12 6 8.57963486e+01 1.31217102e+02 2.07778030e+02 2.62855547e+04 0.00000000e+00 7.74480000e+04 -5.25681719e+04 3.74501211e+04
15 12 7 8.57963486e+01 1.31217102e+02 1.90599930e+02 3.69799375e+04 0.00000000e+00 8.88720000e+04 -8.69463594e+04 1.01636562e+05
15 12 8 8.57963486e+01 1.31217102e+02 1.61821243e+02 2.48459941e+04 0.00000000e+00 9.92160000e+04 -5.44842773e+04 5.29842461e+04
15 12 9 8.57963486e+01 1.31217102e+02 1.51647842e+02 1.67829160e+04 0.00000000e+00 1.32720000e+05 -3.19376367e+04 1.88832070e+04
15 12 10 8.57963486e+01 1.31217102e+02 1.43547516e+02 2.10198223e+04 0.00000000e+00 1.29480000e+05 -3.86151641e+04 1.88740586e+04
15 12 11 8.57963486e+01 1.31217102e+02 1.22325600e+02 1.56267080e+04 0.00000000e+00 1.38720000e+05 -3.08971465e+04 2.30752188e+04
15 12 12 8.57963486e+01 1.31217102e+02 1.31217102e+02 2.06976230e+04 0.00000000e+00 1.58640000e+05 -4.89791250e+04 5.83982891e+04
15 13 1 8.57963486e+01 1.06425072e+02 1.49714310e+02 -5.57422617e+04 0.00000000e+00 8.88000000e+02 1.01236023e+05 -5.10379766e+04
15 13 2 8.57963486e+01 1.06425072e+02 2.85095215e+02 7.54843828e+04 0.00000000e+00 2.22300000e+04 -1.51577609e+05 1.11326172e+05
15 13 3 8.57963486e+01 1.06425072e+02 4.02876801e+02 3.76044805e+04 0.00000000e+00 3.66240000e+04 -8.26387422e+04 8.09978828e+04
15 13 4 8.57963486e+01 1.06425072e+02 2.98621796e+02 4.29892344e+04 0.00000000e+00 6.04320000e+04 -8.02115625e+04 3.89188008e+04
15 13 5 8.57963486e+01 1.06425072e+02 2.49657516e+02 5.02980430e+04 0.00000000e+00 7.95600000e+04 -1.04552289e+05 8.66933359e+04
15 13 6 8.57963486e+01 1.06425072e+02 2.07778030e+02 3.09409453e+04 0.00000000e+00 8.54880000e+04 -6.93852969e+04 7.28343906e+04
15 13 7 8.57963486e+01 1.06425072e+02 1.90599930e+02 8.27173828e+03 0.00000000e+00 9.95520000e+04 -1.79224551e+04 1.86802207e+04
15 13 8 8.57963486e+01 1.06425072e+02 1.61821243e+02 2.07842949e+04 0.00000000e+00 1.10520000e+05 -4.46980664e+04 4.13119219e+04
15 13 9 8.57963486e+01 1.06425072e+02 1.51647842e+02 2.26879434e+04 0.00000000e+00 1.45776000e+05 -4.56335508e+04 3.26518164e+04
15 13 10 8.57963486e+01 1.06425072e+02 1.43547516e+02 2.28740215e+04 0.00000000e+00 1.44456000e+05 -4.65104375e+04 3.59982812e+04
15 13 11 8.57963486e+01 1.06425072e+02 1.22325600e+02 1.13931104e+04 0.00000000e+00 1.52616000e+05 -2.21729609e+04 1.53018213e+04
15 13 12 8.57963486e+01 1.06425072e+02 1.31217102e+02 7.84711963e+03 0.00000000e+00 1.74600000e+05 -1.82065684e+04 1.99384609e+04
15 13 13 8.57963486e+01 1.06425072e+02 1.06425072e+02 1.27662256e+04 0.00000000e+00 1.94688000e+05 -2.82924336e+04 2.71035352e+04
15 14 1 8.57963486e+01 9.55221481e+01 1.49714310e+02 3.70989492e+04 0.00000000e+00 1.30380000e+04 -7.36793047e+04 5.17923516e+04
15 14 2 8.57963486e+01 9.55221481e+01 2.85095215e+02 5.43888008e+04 0.00000000e+00 3.48480000e+04 -9.87457422e+04 4.35628125e+04
15 14 3 8.57963486e+01 9.55221481e+01 4.02876801e+02 4.11629492e+04 0.00000000e+00 3.85440000e+04 -7.13173594e+04 1.85841445e+04
15 14 4 8.57963486e+01 9.55221481e+01 2.98621796e+02 2.44881543e+04 0.00000000e+00 6.41040000e+04 -5.66720898e+04 6.45234648e+04
15 14 5 8.57963486e+01 9.55221481e+01 2.49657516e+02 2.84006719e+04 0.00000000e+00 8.53680000e+04 -5.68970391e+04 3.99188086e+04
15 14 6 8.57963486e+01 9.55221481e+01 2.07778030e+02 1.93099570e+04 0.00000000e+00 9.08640000e+04 -4.11650781e+04 3.78373711e+04
15 14 7 8.57963486e+01 9.55221481e+01 1.90599930e+02 4.52225156e+04 0.00000000e+00 1.05552000e+05 -9.42244766e+04 8.00737422e+04
15 14 8 8.57963486e+01 9.55221481e+01 1.61821243e+02 1.08009521e+04 0.00000000e+00 1.17432000e+05 -2.47900098e+04 2.78212949e+04
15 14 9 8.57963486e+01 9.55221481e+01 1.51647842e+02 1.66022559e+04 0.00000000e+00 1.55664000e+05 -3.37546719e+04 2.57721035e+04
15 14 10 8.57963486e+01 9.55221481e+01 1.43547516e+02 6.13265381e+03 0.00000000e+00 1.53912000e+05 -1.09179795e+04 4.02152515e+03
15 14 11 8.57963486e+01 9.55221481e+01 1.22325600e+02 2.00165098e+04 0.00000000e+00 1.62840000e+05 -3.93814219e+04 2.58844219e+04
15 14 12 8.57963486e+01 9.55221481e+01 1.31217102e+02 2.16403086e+04 0.00000000e+00 1.86816000e+05 -3.91601562e+04 1.73260762e+04
15 14 13 8.57963486e+01 9.55221481e+01 1.06425072e+02 1.74482520e+04 0.00000000e+00 2.06760000e+05 -3.46624375e+04 2.45035059e+04
15 14 14 8.57963486e+01 9.55221481e+01 9.55221481e+01 1.50622559e+04 0.00000000e+00 2.18352000e+05 -3.23430273e+04 2.97324492e+04
15 15 1 8.57963486e+01 8.57963486e+01 1.49714310e+02 -4.16489160e+03 0.00000000e+00 1.74000000e+04 -8.40914648e+03 5.15450078e+04
15 15 2 8.57963486e+01 8.57963486e+01 2.85095215e+02 3.97189883e+04 0.00000000e+00 3.42480000e+04 -7.79632109e+04 4.24035039e+04
15 15 3 8.57963486e+01 8.57963486e+01 4.02876801e+02 2.27176973e+04 0.00000000e+00 3.82320000e+04 -4.74224844e+04 3.70444336e+04
15 15 4 8.57963486e+01 8.57963486e+01 2.98621796e+02 4.05571094e+04 0.00000000e+00 6.28320000e+04 -9.52690312e+04 1.12219328e+05
15 15 5 8.57963486e+01 8.57963486e+01 2.49657516e+02 3.60477344e+04 0.00000000e+00 8.38080000e+04 -5.39024219e+04 -1.32735791e+04
15 15 6 8.57963486e+01 8.57963486e+01 2.07778030e+02 2.96702754e+04 0.00000000e+00 8.92800000e+04 -5.94898672e+04 4.19238242e+04
15 15 7 8.57963486e+01 8.57963486e+01 1.90599930e+02 2.92527344e+04 0.00000000e+00 1.02888000e+05 -5.87569023e+04 4.42891836e+04
15 15 8 8.57963486e+01 8.57963486e+01 1.61821243e+02 3.29923242e+04 0.00000000e+00 1.16544000e+05 -6.40129102e+04 4.00798398e+04
15 15 9 8.57963486e+01 8.57963486e+01 1.51647842e+02 1.44664639e+04 0.00000000e+00 1.53648000e+05 -2.92620762e+04 2.23510840e+04
15 15 10 8.57963486e+01 8.57963486e+01 1.43547516e+02 3.17767227e+04 0.00000000e+00 1.49568000e+05 -6.21262852e+04 4.10912266e+04
15 15 11 8.57963486e+01 8.57963486e+01 1.22325600e+02 1.38494248e+04 0.00000000e+00 1.59312000e+05 -2.60696602e+04 1.41604834e+04
15 15 12 8.57963486e+01 8.57963486e+01 1.31217102e+02 1.18576465e+04 0.00000000e+00 1.83312000e+05 -2.21855059e+04 1.24233125e+04
15 15 13 8.57963486e+01 8.57963486e+01 1.06425072e+02 6.10510840e+03 0.00000000e+00 2.02728000e+05 -1.32741387e+04 1.27459102e+04
15 15 14 8.57963486e+01 8.57963486e+01 9.55221481e+01 2.20527285e+04 0.00000000e+00 2.16288000e+05 -4.54427344e+04 3.64321445e+04
15 15 15 8.57963486e+01 8.57963486e+01 8.57963486e+01 3.00600234e+04 0.00000000e+00 2.11392000e+05 -6.01069805e+04 4.19454570e+04
16 8 7 7.72970428e+01 1.61821243e+02 1.90599930e+02 2.09280266e+05 0.00000000e+00 1.59600000e+03 -4.12670719e+05 2.83916188e+05
16 8 8 7.72970428e+01 1.61821243e+02 1.61821243e+02 3.16735273e+04 0.00000000e+00 3.94620000e+04 -6.06617383e+04 3.63947969e+04
16 9 6 7.72970428e+01 1.51647842e+02 2.07778030e+02 -1.12637461e+04 0.00000000e+00 3.79200000e+03 -8.21142383e+03 9.45034766e+04
16 9 7 7.72970428e+01 1.51647842e+02 1.90599930e+02 8.27399609e+04 0.00000000e+00 5.22380000e+04 -1.74782703e+05 1.54579047e+05
16 9 8 7.72970428e+01 1.51647842e+02 1.61821243e+02 3.39307969e+04 0.00000000e+00 9.81600000e+04 -7.11190312e+04 6.14370586e+04
16 9 9 7.72970428e+01 1.51647842e+02 1.51647842e+02 4.87127461e+04 0.00000000e+00 1.32000000e+05 -9.80260078e+04 7.22472578e+04
16 10 5 7.72970428e+01 1.43547516e+02 2.49657516e+02 -2.87553926e+04 0.00000000e+00 3.34400000e+03 7.22191719e+04 -8.53144062e+04
16 10 6 7.72970428e+01 1.43547516e+02 2.07778030e+02 3.14201582e+04 0.00000000e+00 4.93140000e+04 -6.83635156e+04 6.60462656e+04
16 10 7 7.72970428e+01 1.43547516e+02 1.90599930e+02 6.50735820e+04 0.00000000e+00 8.69760000e+04 -1.32431422e+05 1.03590211e+05
16 10 8 7.72970428e+01 1.43547516e+02 1.61821243e+02 4.66242930e+04 0.00000000e+00 9.79440000e+04 -8.79077656e+04 4.84688555e+04
16 10 9 7.72970428e+01 1.43547516e+02 1.51647842e+02 3.24785645e+04 0.00000000e+00 1.29552000e+05 -6.84265391e+04 5.83425664e+04
16 10 10 7.72970428e+01 1.43547516e+02 1.43547516e+02 1.97988848e+04 0.00000000e+00 1.27464000e+05 -4.83881953e+04 5.90728672e+04
16 11 4 7.72970428e+01 1.22325600e+02 2.98621796e+02 6.91034453e+04 0.00000000e+00 1.88400000e+03 -9.75704766e+04 -4.29098828e+04
16 11 5 7.72970428e+01 1.22325600e+02 2.49657516e+02 7.06139062e+04 0.00000000e+00 4.55340000e+04 -1.53069734e+05 1.46624156e+05
16 11 6 7.72970428e+01 1.22325600e+02 2.07778030e+02 3.72860430e+04 0.00000000e+00 8.03280000e+04 -8.28727734e+04 8.49802891e+04
16 11 7 7.72970428e+01 1.22325600e+02 1.90599930e+02 3.53410273e+04 0.00000000e+00 9.31920000e+04 -7.50818984e+04 6.73648438e+04
16 11 8 7.72970428e+01 1.22325600e+02 1.61821243e+02 2.92123926e+04 0.00000000e+00 1.04424000e+05 -5.65770078e+04 3.54078125e+04
16 11 9 7.72970428e+01 1.22325600e+02 1.51647842e+02 3.09251387e+04 0.00000000e+00 1.38096000e+05 -5.95558047e+04 3.57273750e+04
16 11 10 7.72970428e+01 1.22325600e+02 1.43547516e+02 2.03354336e+04 0.00000000e+00 1.36464000e+05 -3.84684297e+04 1.92581582e+04
16 11 11 7.72970428e+01 1.22325600e+02 1.22325600e+02 3.85955430e+04 0.00000000e+00 1.43136000e+05 -7.87120469e+04 6.29842812e+04
16 12 3 7.72970428e+01 1.31217102e+02 4.02876801e+02 2.72004531e+05 0.00000000e+00 1.04000000e+03 -5.80726875e+05 5.42806375e+05
16 12 4 7.72970428e+01 1.31217102e+02 2.98621796e+02 8.42638125e+04 0.00000000e+00 3.58620000e+04 -1.90816766e+05 2.04525766e+05
16 12 5 7.72970428e+01 1.31217102e+02 2.49657516e+02 4.79225469e+04 0.00000000e+00 8.51280000e+04 -1.04626852e+05 1.00176461e+05
16 12 6 7.72970428e+01 1.31217102e+02 2.07778030e+02 4.13044258e+04 0.00000000e+00 9.20640000e+04 -8.43295469e+04 6.67497344e+04
16 12 7 7.72970428e+01 1.31217102e+02 1.90599930e+02 3.23850430e+04 0.00000000e+00 1.07328000e+05 -6.83951094e+04 6.17443906e+04
16 12 8 7.72970428e+01 1.31217102e+02 1.61821243e+02 1.53197549e+04 0.00000000e+00 1.18656000e+05 -3.40911289e+04 3.49611914e+04
16 12 9 7.72970428e+01 1.31217102e+02 1.51647842e+02 2.80120312e+04 0.00000000e+00 1.58088000e+05 -6.02347031e+04 5.52939336e+04
16 12 10 7.72970428e+01 1.31217102e+02 1.43547516e+02 2.19533789e+04 0.00000000e+00 1.55328000e+05 -4.12581523e+04 2.25645469e+04
16 12 11 7.72970428e+01 1.31217102e+02 1.22325600e+02 1.87388535e+04 0.00000000e+00 1.65504000e+05 -4.10263555e+04 3.98194688e+04
16 12 12 7.72970428e+01 1.31217102e+02 1.31217102e+02 1.24030244e+04 0.00000000e+00 1.88664000e+05 -2.61484375e+04 2.11666465e+04
16 13 2 7.72970428e+01 1.06425072e+02 2.85095215e+02 2.03336531e+05 0.00000000e+00 2.35200000e+03 -4.42885156e+05 4.30278500e+05
16 13 3 7.72970428e+01 1.06425072e+02 4.02876801e+02 7.97182812e+04 0.00000000e+00 2.73780000e+04 -1.62321094e+05 1.29102227e+05
16 13 4 7.72970428e+01 1.06425072e+02 2.98621796e+02 6.48713750e+04 0.00000000e+00 7.08720000e+04 -1.23908695e+05 7.09997969e+04
16 13 5 7.72970428e+01 1.06425072e+02 2.49657516e+02 3.99201523e+04 0.00000000e+00 9.58320000e+04 -8.08166172e+04 6.19453281e+04
16 13 6 7.72970428e+01 1.06425072e+02 2.07778030e+02 3.52362148e+04 0.00000000e+00 1.02264000e+05 -6.98772188e+04 4.79531836e+04
16 13 7 7.72970428e+01 1.06425072e+02 1.90599930e+02 3.74930625e+04 0.00000000e+00 1.17912000e+05 -7.65794219e+04 6.03507109e+04
16 13 8 7.72970428e+01 1.06425072e+02 1.61821243e+02 2.30556074e+04 0.00000000e+00 1.31856000e+05 -4.74882500e+04 3.84410156e+04
16 13 9 7.72970428e+01 1.06425072e+02 1.51647842e+02 2.30825078e+04 0.00000000e+00 1.75272000e+05 -4.69096172e+04 3.61112734e+04
16 13 10 7.72970428e+01 1.06425072e+02 1.43547516e+02 1.64766016e+04 0.00000000e+00 1.71360000e+05 -3.07320957e+04 1.54789658e+04
16 13 11 7.72970428e+01 1.06425072e+02 1.22325600e+02 1.02355625e+04 0.00000000e+00 1.83288000e+05 -2.52553984e+04 3.23837266e+04
16 13 12 7.72970428e+01 1.06425072e+02 1.31217102e+02 1.83075996e+04 0.00000000e+00 2.08632000e+05 -3.79273242e+04 3.15975918e+04
16 13 13 7.72970428e+01 1.06425072e+02 1.06425072e+02 1.73089219e+04 0.00000000e+00 2.32488000e+05 -4.08317891e+04 4.69250312e+04
16 14 1 7.72970428e+01 9.55221481e+01 1.49714310e+02 1.39644277e+04 0.00000000e+00 1.35600000e+03 -1.69460039e+04 -1.49352832e+04
16 14 2 7.72970428e+01 9.55221481e+01 2.85095215e+02 6.74840781e+04 0.00000000e+00 2.89340000e+04 -1.35396969e+05 1.00242633e+05
16 14 3 7.72970428e+01 9.55221481e+01 4.02876801e+02 8.55164609e+04 0.00000000e+00 4.63200000e+04 -1.64387531e+05 1.01392031e+05
16 14 4 7.72970428e+01 9.55221481e+01 2.98621796e+02 6.00223906e+04 0.00000000e+00 7.69200000e+04 -1.22064781e+05 9.63668906e+04
16 14 5 7.72970428e+01 9.55221481e+01 2.49657516e+02 3.29369688e+04 0.00000000e+00 1.01280000e+05 -7.08877266e+04 6.56380938e+04
